id,tr_sentence,de_translation,de_prompt,level,topic,subtopic,grammar_focus,difficulty,tr_tokens,cloze_tr,cloze_answer,alt_translations_de,register,tags
279,Fragen,A2,"Neden dünkü toplantıya katılmadığını öğrenebilir miyim?","Dürfte ich erfahren, warum du gestern nicht an der Besprechung teilgenommen hast?","neden dünkü toplantıya katılmadığını öğrenebilir miyim","dürfte ich erfahren warum du gestern nicht an der besprechung teilgenommen hast","Objektsatz (dik)","fragen|arbeit|frage|a2",3,"gemini_batch_151_300",1
280,Fragen,A1,"Yeni projemiz hakkında senin düşüncelerin nelerdir?","Was sind deine Gedanken zu unserem neuen Projekt?","yeni projemiz hakkında senin düşüncelerin nelerdir","was sind deine gedanken zu unserem neuen projekt","Postposition hakkında","fragen|arbeit|frage|a1",2,"gemini_batch_151_300",1
281,Smalltalk,A2,"Bu aralar havalar bir ısınıyor bir soğuyor.","In letzter Zeit wird das Wetter abwechselnd warm und kalt.","bu aralar havalar bir ısınıyor bir soğuyor","in letzter zeit wird das wetter abwechselnd warm und kalt","Präsens (Yor)","smalltalk|wetter|a2",2,"gemini_batch_151_300",1
282,Smalltalk,A1,"Hafta sonu oynanan derbi maçını izledin mi?","Hast du dir das Derby-Spiel am Wochenende angesehen?","hafta sonu oynanan derbi maçını izledin mi","hast du dir das derby-spiel am wochenende angesehen","Präteritum Frage","smalltalk|freizeit|frage|a1",2,"gemini_batch_151_300",1
283,Smalltalk,A1,"Yeni saç modelin sana gerçekten çok yakışmış.","Deine neue Frisur steht dir wirklich sehr gut.","yeni saç modelin sana gerçekten çok yakışmış","deine neue frisur steht dir wirklich sehr gut","Miş-Vergangenheit","smalltalk|freunde|a1",2,"gemini_batch_151_300",1
284,Smalltalk,A2,"Çocuklar ne kadar da çabuk büyüyorlar, değil mi?","Wie schnell die Kinder doch wachsen, nicht wahr?","çocuklar ne kadar da çabuk büyüyorlar değil mi","wie schnell die kinder doch wachsen nicht wahr","Bestätigungsfrage değil mi","smalltalk|familie|frage|a2",2,"gemini_batch_151_300",1
285,Smalltalk,A1,"Bugün trafik normalden çok daha fazla sıkışıktı.","Heute war der Verkehr viel dichter als normal.","bugün trafik normalden çok daha fazla sıkışıktı","heute war der verkehr viel dichter als normal","Präteritum (Kopula)","smalltalk|alltag|a1",2,"gemini_batch_151_300",1
286,Smalltalk,A2,"Seninle en son konuştuğumuzdan beri neler değişti?","Was hat sich verändert, seit wir das letzte Mal miteinander gesprochen haben?","seninle en son konuştuğumuzdan beri neler değişti","was hat sich verändert seit wir das letzte mal miteinander gesprochen haben","Postposition beri","smalltalk|freunde|frage|a2",3,"gemini_batch_151_300",1
287,Smalltalk,A1,"Şu sıralar okuduğun güzel bir kitap var mı?","Gibt es ein gutes Buch, das du derzeit liest?","şu sıralar okuduğun güzel bir kitap var mı","gibt es ein gutes buch das du derzeit liest","Besitz (Var) Frage","smalltalk|hobby|frage|a1",2,"gemini_batch_151_300",1
288,Smalltalk,A2,"Dün akşamki parti beklediğimden çok daha eğlenceliydi.","Die Party gestern Abend war viel lustiger als ich erwartet hatte.","dün akşamki parti beklediğimden çok daha eğlenceliydi","die party gestern abend war viel lustiger als ich erwartet hatte","Komparativ (Ablativ)","smalltalk|freizeit|a2",3,"gemini_batch_151_300",1
289,Smalltalk,A1,"Sence bu yıl yaz tatili nasıl geçecek?","Was denkst du, wie der Sommerurlaub dieses Jahr verlaufen wird?","sence bu yıl yaz tatili nasıl geçecek","was denkst du wie der sommerurlaub dieses jahr verlaufen wird","Futur -ecek/-acak","smalltalk|reise|frage|a1",1,"gemini_batch_151_300",1
290,Smalltalk,A2,"Yakın zamanda sinemada güzel bir film izledin mi?","Hast du in letzter Zeit einen schönen Film im Kino gesehen?","yakın zamanda sinemada güzel bir film izledin mi","hast du in letzter zeit einen schönen film im kino gesehen","Präteritum Frage","smalltalk|freizeit|frage|a2",2,"gemini_batch_151_300",1
291,Notfall,A1,"Lütfen hemen bir ambulans çağırın, durumu acil!","Bitte rufen Sie sofort einen Krankenwagen, die Situation ist dringend!","lütfen hemen bir ambulans çağırın durumu acil","bitte rufen sie sofort einen krankenwagen die situation ist dringend","Imperativ","notfall|gesundheit|a1",1,"gemini_batch_151_300",1
292,Notfall,A2,"Polisi aramanız gerekiyor, cüzdanımı ve telefonumu çaldırdım.","Sie müssen die Polizei rufen, mir wurden mein Portemonnaie und mein Telefon gestohlen.","polisi aramanız gerekiyor cüzdanımı ve telefonumu çaldırdım","sie müssen die polizei rufen mir wurden mein portemonnaie und mein telefon gestohlen","Kausativ","notfall|problem|a2",3,"gemini_batch_151_300",1
293,Notfall,A1,"Yangın çıkış kapısı ne tarafta, bana gösterir misiniz?","In welcher Richtung ist der Notausgang, können Sie ihn mir zeigen?","yangın çıkış kapısı ne tarafta bana gösterir misiniz","in welcher richtung ist der notausgang können sie ihn mir zeigen","Aorist Frage","notfall|ort|frage|a1",2,"gemini_batch_151_300",1
294,Notfall,A2,"Çok kötü düştüm, sanırım bacağım veya kolum kırıldı.","Ich bin sehr schlimm gestürzt, ich glaube, mein Bein oder mein Arm ist gebrochen.","çok kötü düştüm sanırım bacağım veya kolum kırıldı","ich bin sehr schlimm gestürzt ich glaube mein bein oder mein arm ist gebrochen","Passiv","notfall|gesundheit|a2",2,"gemini_batch_151_300",1
295,Notfall,A1,"Burada İngilizce veya Almanca bilen kimse var mı?","Gibt es hier jemanden, der Englisch oder Deutsch spricht?","burada ingilizce veya almanca bilen kimse var mı","gibt es hier jemanden der englisch oder deutsch spricht","Partizip Präsens -en/-an","notfall|frage|a1",2,"gemini_batch_151_300",1
296,Notfall,A1,"Lütfen bana yardım edin, yolumu tamamen kaybettim.","Bitte helfen Sie mir, ich habe mich komplett verlaufen.","lütfen bana yardım edin yolumu tamamen kaybettim","bitte helfen sie mir ich habe mich komplett verlaufen","Präteritum","notfall|ort|a1",1,"gemini_batch_151_300",1
297,Notfall,A2,"Arabam yolda bozuldu, çekici çağırmam gerekiyor acilen.","Mein Auto ist auf der Straße liegengeblieben, ich muss dringend einen Abschleppwagen rufen.","arabam yolda bozuldu çekici çağırmam gerekiyor acilen","mein auto ist auf der straße liegengeblieben ich muss dringend einen abschleppwagen rufen","Präteritum","notfall|reise|a2",2,"gemini_batch_151_300",1
298,Notfall,A2,"Pasaportumu otelde unuttum, uçağı kaçırmak üzereyim!","Ich habe meinen Reisepass im Hotel vergessen, ich bin dabei, den Flug zu verpassen!","pasaportumu otelde unuttum uçağı kaçırmak üzereyim","ich habe meinen reisepass im hotel vergessen ich bin dabei den flug zu verpassen","Präteritum","notfall|reise|a2",2,"gemini_batch_151_300",1
299,Notfall,A2,"Nefes almakta zorlanıyorum, lütfen bir doktor bulun!","Ich habe Schwierigkeiten beim Atmen, bitte finden Sie einen Arzt!","nefes almakta zorlanıyorum lütfen bir doktor bulun","ich habe schwierigkeiten beim atmen bitte finden sie einen arzt","Lokativ bei Handlung","notfall|gesundheit|a2",2,"gemini_batch_151_300",1
300,Notfall,A1,"Acil servis tam olarak hangi yönde kalıyor?","In welcher Richtung genau liegt die Notaufnahme?","acil servis tam olarak hangi yönde kalıyor","in welcher richtung genau liegt die notaufnahme","Lokativ -de/-da","notfall|ort|frage|a1",1,"gemini_batch_151_300",1
"301","Begruessung","A1","Merhaba, bugün nasılsın, her şey yolunda mı?","Hallo, wie geht es dir heute, ist alles in Ordnung?","merhaba bugün nasılsın her şey yolunda mı","hallo wie geht es dir heute ist alles in ordnung","Fragepartikel mı/mi","begruessung|frage|a1","1","gemini_batch_301_450","1"
"302","Begruessung","A1","Günaydın, umarım harika bir gün geçirirsiniz.","Guten Morgen, ich hoffe Sie verbringen einen wunderbaren Tag.","günaydın umarım harika bir gün geçirirsiniz","guten morgen ich hoffe sie verbringen einen wunderbaren tag","Aorist","begruessung|alltag|a1","1","gemini_batch_301_450","1"
"303","Begruessung","A2","Uzun zamandır görüşmedik, hayat nasıl gidiyor?","Wir haben uns lange nicht gesehen, wie läuft das Leben?","uzun zamandır görüşmedik hayat nasıl gidiyor","wir haben uns lange nicht gesehen wie läuft das leben","Präsens -yor","begruessung|frage|a2","2","gemini_batch_301_450","1"
"304","Begruessung","A1","İyi akşamlar, ailenize çok selam söyleyin.","Guten Abend, richten Sie Ihrer Familie viele Grüße aus.","iyi akşamlar ailenize çok selam söyleyin","guten abend richten sie ihrer familie viele grüße aus","Imperativ","begruessung|familie|a1","1","gemini_batch_301_450","1"
"305","Begruessung","A2","Hoş geldiniz, umarım yolculuğunuz rahat geçmiştir.","Willkommen, ich hoffe Ihre Reise war angenehm.","hoş geldiniz umarım yolculuğunuz rahat geçmiştir","willkommen ich hoffe ihre reise war angenehm","Miş-Vergangenheit","begruessung|reise|a2","2","gemini_batch_301_450","1"
"306","Begruessung","A1","Görüşürüz, kendine çok iyi bak dostum.","Bis dann, pass sehr gut auf dich auf, mein Freund.","görüşürüz kendine çok iyi bak dostum","bis dann pass sehr gut auf dich auf mein freund","Imperativ","begruessung|freunde|a1","1","gemini_batch_301_450","1"
"307","Begruessung","A2","Nasılsınız beyefendi, size nasıl yardımcı olabilirim?","Wie geht es Ihnen der Herr, wie kann ich Ihnen helfen?","nasılsınız beyefendi size nasıl yardımcı olabilirim","wie geht es ihnen der herr wie kann ich ihnen helfen","Möglichkeitsform","begruessung|frage|a2","2","gemini_batch_301_450","1"
"308","Begruessung","A1","Selam, dünkü maç hakkında ne düşünüyorsun?","Hallo, was denkst du über das gestrige Spiel?","selam dünkü maç hakkında ne düşünüyorsun","hallo was denkst du über das gestrige spiel","Postposition hakkında","begruessung|frage|a1","1","gemini_batch_301_450","1"
"309","Begruessung","A2","İyi geceler, yarın sabah erkenden görüşmek üzere.","Gute Nacht, bis morgen früh in aller Frühe.","iyi geceler yarın sabah erkenden görüşmek üzere","gute nacht bis morgen früh in aller frühe","Infinitiv","begruessung|abschied|a2","2","gemini_batch_301_450","1"
"310","Begruessung","A1","Merhaba arkadaşlar, bugünkü derse hazır mısınız?","Hallo Freunde, seid ihr bereit für den heutigen Unterricht?","merhaba arkadaşlar bugünkü derse hazır mısınız","hallo freunde seid ihr bereit für den heutigen unterricht","Fragepartikel mı/mi","begruessung|schule|frage|a1","1","gemini_batch_301_450","1"
"311","Vorstellung","A1","Benim adım Mehmet, memur olarak çalışıyorum.","Mein Name ist Mehmet, ich arbeite als Beamter.","benim adım mehmet memur olarak çalışıyorum","mein name ist mehmet ich arbeite als beamter","Präsens -yor","vorstellung|arbeit|a1","1","gemini_batch_301_450","1"
"312","Vorstellung","A1","Senin memleketin neresi, orada deniz var mı?","Wo ist deine Heimat, gibt es dort ein Meer?","senin memleketin neresi orada deniz var mı","wo ist deine heimat gibt es dort ein meer","Var/Yok","vorstellung|frage|a1","1","gemini_batch_301_450","1"
"313","Vorstellung","A2","Ben yirmi beş yaşındayım ve üniversite öğrencisiyim.","Ich bin fünfundzwanzig Jahre alt und Universitätsstudent.","ben yirmi beş yaşındayım ve üniversite öğrencisiyim","ich bin fünfundzwanzig jahre alt und universitätsstudent","Kopula","vorstellung|schule|a2","2","gemini_batch_301_450","1"
"314","Vorstellung","A1","Sizinle tanıştığıma gerçekten çok memnun oldum.","Ich habe mich wirklich sehr gefreut, Sie kennenzulernen.","sizinle tanıştığıma gerçekten çok memnun oldum","ich habe mich wirklich sehr gefreut sie kennenzulernen","Präteritum","vorstellung|hoeflich|a1","1","gemini_batch_301_450","1"
"315","Vorstellung","A2","Hangi dilleri konuşabiliyorsunuz, Almanca biliyor musunuz?","Welche Sprachen können Sie sprechen, können Sie Deutsch?","hangi dilleri konuşabiliyorsunuz almanca biliyor musunuz","welche sprachen können sie sprechen können sie deutsch","Möglichkeitsform","vorstellung|frage|a2","2","gemini_batch_301_450","1"
"316","Vorstellung","A2","Boş zamanlarımda piyano çalmaktan çok hoşlanırım.","In meiner Freizeit spiele ich sehr gerne Klavier.","boş zamanlarımda piyano çalmaktan çok hoşlanırım","in meiner freizeit spiele ich sehr gerne klavier","Ablativ -den/-dan","vorstellung|hobby|a2","2","gemini_batch_301_450","1"
"317","Vorstellung","A1","Onun adı Elif, kendisi benim kız kardeşimdir.","Ihr Name ist Elif, sie ist meine jüngere Schwester.","onun adı elif kendisi benim kız kardeşimdir","ihr name ist elif sie ist meine jüngere schwester","Kopula -dir","vorstellung|familie|a1","1","gemini_batch_301_450","1"
"318","Vorstellung","A2","Türkiye'ye ne zaman taşındınız, burayı beğendiniz mi?","Wann sind Sie in die Türkei gezogen, gefällt es Ihnen hier?","türkiyeye ne zaman taşındınız burayı beğendiniz mi","wann sind sie in die türkei gezogen gefällt es ihnen hier","Präteritum Frage","vorstellung|reise|frage|a2","2","gemini_batch_301_450","1"
"319","Vorstellung","A1","Ben bekarım, henüz kendi evim yok.","Ich bin ledig, ich habe noch kein eigenes Haus.","ben bekarım henüz kendi evim yok","ich bin ledig ich habe noch kein eigenes haus","Var/Yok","vorstellung|alltag|a1","1","gemini_batch_301_450","1"
"320","Vorstellung","A2","Kendinizden biraz daha bahseder misiniz lütfen?","Könnten Sie bitte noch ein wenig von sich erzählen?","kendinizden biraz daha bahseder misiniz lütfen","könnten sie bitte noch ein wenig von sich erzählen","Aorist Frage","vorstellung|frage|a2","2","gemini_batch_301_450","1"
"321","Alltag","A1","Her sabah saat yedide uyanıp kahvaltı yaparım.","Jeden Morgen wache ich um sieben Uhr auf und frühstücke.","her sabah saat yedide uyanıp kahvaltı yaparım","jeden morgen wache ich um sieben uhr auf und frühstücke","Gerundium -ip","alltag|zeit|a1","1","gemini_batch_301_450","1"
"322","Alltag","A1","Bugün hava yağmurlu, şemsiyeni yanına aldın mı?","Heute ist das Wetter regnerisch, hast du deinen Regenschirm mitgenommen?","bugün hava yağmurlu şemsiyeni yanına aldın mı","heute ist das wetter regnerisch hast du deinen regenschirm mitgenommen","Präteritum Frage","alltag|wetter|frage|a1","1","gemini_batch_301_450","1"
"323","Alltag","A2","İşten sonra markete uğrayıp ekmek almam gerekiyor.","Nach der Arbeit muss ich beim Supermarkt vorbeischauen und Brot kaufen.","işten sonra markete uğrayıp ekmek almam gerekiyor","nach der arbeit muss ich beim supermarkt vorbeischauen und brot kaufen","Notwendigkeit","alltag|einkaufen|a2","2","gemini_batch_301_450","1"
"324","Alltag","A1","Hafta sonu arkadaşlarımla sinemaya gitmeyi planlıyoruz.","Am Wochenende planen wir mit meinen Freunden ins Kino zu gehen.","hafta sonu arkadaşlarımla sinemaya gitmeyi planlıyoruz","am wochenende planen wir mit meinen freunden ins kino zu gehen","Instrumental ile","alltag|freizeit|a1","1","gemini_batch_301_450","1"
"325","Alltag","A2","Akşam yemeği için genellikle tavuk veya balık pişiririm.","Zum Abendessen koche ich normalerweise Huhn oder Fisch.","akşam yemeği için genellikle tavuk veya balık pişiririm","zum abendessen koche ich normalerweise huhn oder fisch","Aorist","alltag|essen|a2","2","gemini_batch_301_450","1"
"326","Alltag","A2","Bugün çok yoruldum, erken uyumak istiyor musun?","Heute bin ich sehr müde, möchtest du früh schlafen?","bugün çok yoruldum erken uyumak istiyor musun","heute bin ich sehr müde möchtest du früh schlafen","Präsens Frage","alltag|gesundheit|frage|a2","2","gemini_batch_301_450","1"
"327","Alltag","A1","Ev işlerini bitirdikten sonra kahve içeceğim.","Nachdem ich die Hausarbeit beendet habe, werde ich Kaffee trinken.","ev işlerini bitirdikten sonra kahve içeceğim","nachdem ich die hausarbeit beendet habe werde ich kaffee trinken","Ablativ + sonra","alltag|zeit|a1","1","gemini_batch_301_450","1"
"328","Alltag","A2","Köpeğini her gün parkta gezdiriyor musun?","Gehst du mit deinem Hund jeden Tag im Park spazieren?","köpeğini her gün parkta gezdiriyor musun","gehst du mit deinem hund jeden tag im park spazieren","Präsens Frage","alltag|freizeit|frage|a2","2","gemini_batch_301_450","1"
"329","Alltag","A1","Çöpleri dışarı çıkarmayı unutma lütfen, kokuyor.","Bitte vergiss nicht den Müll rauszubringen, er stinkt.","çöpleri dışarı çıkarmayı unutma lütfen kokuyor","bitte vergiss nicht den müll rauszubringen er stinkt","Negativ Imperativ","alltag|problem|a1","1","gemini_batch_301_450","1"
"330","Alltag","A2","Kıyafetlerini ne sıklıkla ütülemeyi tercih edersin?","Wie oft bügelst du bevorzugt deine Kleidung?","kıyafetlerini ne sıklıkla ütülemeyi tercih edersin","wie oft bügelst du bevorzugt deine kleidung","Aorist Frage","alltag|frage|a2","2","gemini_batch_301_450","1"
"331","Einkaufen","A1","Bu mavi gömleğin fiyatı ne kadar acaba?","Wie viel kostet eigentlich dieses blaue Hemd?","bu mavi gömleğin fiyatı ne kadar acaba","wie viel kostet eigentlich dieses blaue hemd","Genitiv","einkaufen|kleidung|frage|a1","1","gemini_batch_301_450","1"
"332","Einkaufen","A1","İki kilo elma ve bir kilo muz istiyorum.","Ich möchte zwei Kilo Äpfel und ein Kilo Bananen.","iki kilo elma ve bir kilo muz istiyorum","ich möchte zwei kilo äpfel und ein kilo bananen","Präsens -yor","einkaufen|essen|a1","1","gemini_batch_301_450","1"
"333","Einkaufen","A2","Maalesef bu ürün şu anda stoklarımızda kalmadı.","Leider ist dieses Produkt im Moment nicht mehr auf Lager.","maalesef bu ürün şu anda stoklarımızda kalmadı","leider ist dieses produkt im moment nicht mehr auf lager","Präteritum","einkaufen|problem|a2","2","gemini_batch_301_450","1"
